# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_com_aroma_ring[1] c_com_aroma_ring[2] c_com_aroma_ring[3]
6000 12
3 -23.2518 17.5811 -20.3899
4 -5.58713 -4.95808 11.5548
5 -3.76529 21.3741 12.1499
6 -22.6049 17.1706 42.6813
7 13.5702 -15.0689 -20.2739
8 -26.0528 -30.1229 -20.3718
9 -31.8203 22.2489 -20.2427
10 -17.3917 -11.4457 11.4576
11 -2.14549 5.81235 -20.7863
12 28.5952 6.38497 11.4163
372000 12
1 13.3093 21.3695 -20.4601
2 5.35897 -14.255 -20.4817
3 -23.6353 17.0223 -20.405
4 -5.67393 -4.03382 11.4292
5 -4.1531 22.0506 11.9966
6 -22.8614 16.6886 42.6534
7 13.4466 -15.0419 -20.5958
8 -25.656 -30.4856 -20.4204
9 -32.1202 21.9021 -20.4417
10 -16.8588 -11.7171 11.7323
11 -2.09221 5.40793 -20.7336
12 28.9365 6.32514 11.6589
378000 12
1 13.7183 21.274 -20.4378
2 6.59325 -13.73 -20.3904
3 -23.6682 16.9845 -20.0899
4 -5.87971 -3.57129 11.2798
5 -3.92142 22.6296 11.9549
6 -22.854 16.8299 43.0112
7 13.7439 -15.5007 -20.5624
8 -25.1628 -30.4619 -20.3516
9 -31.6396 21.5909 -20.3671
10 -16.8857 -11.8739 11.569
11 -1.2613 6.54214 -20.7412
12 28.5675 6.68422 11.5208
384000 12
1 13.0531 20.749 -20.6651
2 6.60232 -13.8723 -20.4192
3 -23.0403 17.8001 -20.2598
4 -5.7804 -3.51368 11.5182
5 -3.46215 22.9503 11.842
6 -22.1813 17.5221 42.8227
7 14.0023 -15.0219 -20.4127
8 -24.232 -29.7095 -20.404
9 -32.2804 20.9236 -20.6608
10 -15.6944 -12.5163 11.428
11 -0.509399 6.64918 -20.7866
12 28.5842 6.35286 11.2685
390000 12
1 12.424 20.8473 -20.4382
2 5.65167 -13.1399 -20.6587
3 -22.3582 18.6996 -20.4938
4 -6.81344 -2.8988 11.5779
5 -2.97417 23.6927 12.0848
6 -21.4816 18.3427 42.6651
7 14.6706 -14.0352 -20.3275
8 -23.7661 -28.7662 -20.6555
9 -32.866 20.8067 -20.4864
10 -15.5557 -12.3033 11.3908
11 -1.36006 6.42895 -20.5666
12 27.2172 6.43325 11.3984
396000 12
1 11.5181 20.7635 -20.3511
2 4.82604 -12.2885 -20.6614
3 -21.5311 18.9368 -20.6126
4 -6.60874 -2.73669 11.455
5 -3.34539 23.5615 11.4163
6 -20.7146 18.486 42.5469
7 15.3176 -13.9153 -20.5493
8 -22.9062 -28.4721 -20.7599
9 -33.8296 20.5466 -20.262
10 -15.177 -12.1473 11.6207
11 -1.61778 5.8587 -20.5285
12 26.0697 6.17342 11.2881
402000 12
1 11.2155 20.7839 -20.7096
2 4.03856 -10.8076 -20.6606
3 -20.5038 19.1231 -20.4972
4 -6.58571 -2.13696 11.7656
5 -3.76316 23.6508 11.5766
6 -19.5054 18.7501 42.4879
7 15.4466 -12.3609 -20.6346
8 -21.7663 -28.4514 -20.7139
9 -34.0913 20.4942 -20.6572
10 -15.2793 -12.575 11.6768
11 -1.3448 5.88308 -20.9383
12 25.9007 6.46837 11.4034
408000 12
1 11.6765 20.1796 -20.8816
2 4.23853 -10.7008 -20.6628
3 -19.9107 19.112 -20.5886
4 -7.74782 -1.56838 11.8218
5 -4.19574 23.8886 11.3342
6 -18.9827 18.9018 42.4614
7 15.4156 -10.6897 -20.53
8 -21.098 -28.489 -20.8161
9 -33.6296 19.8962 -20.9154
10 -15.6517 -12.6188 11.6381
11 -0.0893961 6.59217 -20.6795
12 26.0992 6.21211 11.3612
414000 12
1 11.6609 19.7749 -20.777
2 4.51827 -10.2435 -20.2135
3 -20.3569 19.6485 -20.5808
4 -7.66991 -1.12598 11.5133
5 -5.34807 23.974 11.4458
6 -19.5546 19.5489 42.6107
7 15.5328 -10.6364 -20.9463
8 -21.3714 -28.0691 -20.721
9 -33.7063 19.5163 -20.7594
10 -16.0326 -12.9841 11.6527
11 0.418024 7.16294 -20.4743
12 26.4225 5.66715 11.6553
420000 12
1 11.6771 19.7489 -20.8442
2 4.67904 -9.22498 -20.5378
3 -19.858 19.8049 -20.8756
4 -7.81258 -1.32572 11.317
5 -5.28298 24.2343 11.1293
6 -19.5424 19.5432 42.4007
7 15.3223 -11.9932 -20.4705
8 -20.9494 -27.9418 -20.8428
9 -33.6465 19.6372 -20.8284
10 -16.3241 -13.0511 11.5909
11 -0.259679 7.40996 -20.5478
12 26.3192 5.04058 11.9165
426000 12
1 11.4376 19.7469 -20.9113
2 6.1533 -8.22682 -20.3727
3 -20.373 20.2071 -21.0037
4 -7.92204 -1.84174 11.4315
5 -5.40576 24.2887 11.3174
6 -19.8448 20.6289 42.18
7 15.4801 -11.9405 -20.2861
8 -21.1162 -27.6023 -21.0252
9 -33.8931 19.8083 -20.8788
10 -16.6107 -13.5554 11.5909
11 -1.00917 7.07354 -20.4757
12 26.4937 4.41567 11.8012
432000 12
1 11.4196 19.221 -20.9084
2 5.72332 -7.98134 -20.2812
3 -20.9318 20.6656 -20.842
4 -8.38825 -2.59218 11.517
5 -6.20139 23.7348 11.329
6 -20.6411 21.5193 42.3541
7 15.581 -11.817 -19.9546
8 -21.9735 -27.1645 -20.9252
9 -33.877 19.2799 -20.9
10 -16.6265 -13.6015 11.5216
11 -0.960259 7.64909 -20.3629
12 26.0328 4.90175 12.0641
438000 12
1 11.806 19.0027 -20.7745
2 5.14171 -7.58551 -20.2279
3 -21.2333 20.7108 -20.7754
4 -8.99621 -3.29501 11.3807
5 -6.16879 23.8916 11.4265
6 -20.8011 21.3467 42.3769
7 15.6731 -12.4281 -20.3968
8 -22.4328 -27.0809 -20.7978
9 -33.4735 18.9776 -20.7928
10 -17.2903 -13.7605 11.3998
11 -1.14376 8.59498 -20.5522
12 26.3318 4.60895 11.8597
444000 12
1 12.104 19.002 -20.35
2 4.25165 -7.28557 -20.5711
3 -21.279 19.792 -20.4961
4 -9.05949 -4.03774 11.3559
5 -6.76169 24.2586 11.5346
6 -20.7716 20.3809 42.6985
7 14.5994 -12.0514 -20.6366
8 -22.4726 -27.9204 -20.5028
9 -33.2779 18.8252 -20.3992
10 -17.3288 -13.5729 11.6007
11 -1.02275 9.36612 -20.4214
12 25.9051 4.82351 11.9106
450000 12
1 12.2427 19.5236 -20.4014
2 3.71317 -7.2435 -20.4601
3 -21.651 19.4102 -20.8122
4 -9.27637 -4.38981 11.4881
5 -6.83692 23.6155 11.5083
6 -21.1613 20.1209 42.3466
7 14.6865 -11.8122 -20.7445
8 -22.9623 -28.1896 -20.8894
9 -33.0687 19.5106 -20.4334
10 -17.3611 -12.4929 11.6364
11 -1.45541 9.80789 -20.4605
12 25.6154 5.15624 11.8576
456000 12
1 12.3346 19.1256 -20.4203
2 3.38988 -6.81498 -20.5416
3 -21.4272 19.5277 -20.9318
4 -9.7194 -4.28726 11.5508
5 -6.4983 23.4122 11.7261
6 -20.6891 19.8026 42.1546
7 14.7525 -12.576 -20.6414
8 -22.8101 -28.2766 -20.8479
9 -33.0053 19.2687 -20.3936
10 -17.5525 -12.0968 11.6227
11 -1.23417 10.95 -20.6714
12 26.3674 4.58718 11.9163
462000 12
1 12.9112 18.5961 -20.1511
2 2.89493 -6.06551 -20.5228
3 -20.9329 19.5945 -20.6729
4 -9.99554 -4.74185 11.7893
5 -7.11973 21.5935 11.5039
6 -20.0122 19.5495 42.4521
7 14.2593 -13.4218 -20.4311
8 -22.6345 -28.7137 -20.5562
9 -32.3957 18.6255 -20.1163
10 -17.5138 -12.0625 11.579
11 -1.26572 11.2041 -20.4269
12 26.0367 4.12202 11.4376
468000 12
1 13.1575 18.4425 -20.3917
2 3.04848 -5.93847 -20.6541
3 -20.9965 20.7574 -20.2934
4 -9.86734 -4.73743 11.6821
5 -7.49975 21.4295 11.4378
6 -20.2921 20.9963 42.7584
7 14.2245 -14.5902 -20.9694
8 -22.7277 -27.8441 -20.1692
9 -32.1595 18.4403 -20.3835
10 -17.242 -11.7936 11.6084
11 -1.57072 11.4653 -20.7699
12 25.7413 4.57799 11.5186
474000 12
1 12.4907 18.6874 -20.7199
2 2.97389 -5.86294 -20.4824
3 -21.8293 20.7293 -20.0368
4 -8.63719 -4.40765 12.0662
5 -6.76673 21.4959 11.3739
6 -20.2943 21.3361 42.9974
7 14.5816 -14.7587 -20.8467
8 -22.8388 -27.0404 -19.9978
9 -32.8113 18.824 -20.6574
10 -16.7867 -12.4003 11.4741
11 -1.93806 12.0255 -20.6238
12 25.634 5.05007 11.3065
480000 12
1 13.0803 18.2987 -20.3564
2 3.19828 -5.40908 -20.7374
3 -21.0719 21.1244 -20.5032
4 -9.13828 -4.25562 11.8262
5 -6.99825 21.1452 11.5494
6 -19.9953 20.9406 42.634
7 15.3138 -14.2152 -20.4777
8 -22.4489 -26.658 -20.3645
9 -32.2687 18.4188 -20.3508
10 -16.6625 -11.9713 11.8895
11 -3.01943 12.7819 -20.457
12 26.3357 6.14522 11.5855
486000 12
1 12.7029 17.4911 -20.3413
2 2.9501 -5.33188 -21.1021
3 -21.3174 21.1613 -20.3152
4 -8.94388 -4.6315 11.7594
5 -7.38659 20.8556 11.2987
6 -20.5157 20.8096 42.8001
7 15.3341 -14.7117 -20.4195
8 -22.6274 -26.2722 -20.4449
9 -32.6575 17.5946 -20.3332
10 -17.3893 -12.6436 11.7118
11 -3.921 13.3543 -20.6792
12 27.0222 5.38938 11.2879
492000 12
1 12.2706 17.104 -20.3076
2 2.66233 -5.22526 -20.9466
3 -21.8014 21.0762 -20.2049
4 -8.81886 -4.91663 11.934
5 -8.22062 20.0628 11.6171
6 -20.9237 20.6605 42.8517
7 14.3588 -14.547 -20.3944
8 -23.1274 -26.3948 -20.3991
9 -33.0396 17.3476 -20.3271
10 -17.1334 -13.391 11.6183
11 -3.44268 13.1287 -20.5468
12 27.9293 4.9869 11.3261
498000 12
1 12.165 17.9281 -20.2276
2 3.27238 -4.76722 -20.6021
3 -21.6854 21.09 -20.0949
4 -8.27563 -4.90007 11.7443
5 -8.2028 19.7975 11.7443
6 -20.6751 21.0333 42.9663
7 12.9305 -14.4265 -20.4413
8 -22.7711 -26.8047 -20.2821
9 -33.2195 18.1947 -20.2556
10 -16.813 -13.5485 11.6693
11 -3.12903 13.1801 -20.388
12 28.3291 4.52113 11.7143
504000 12
1 12.2206 18.4735 -20.4084
2 3.22042 -4.84307 -20.7093
3 -21.06 20.5093 -20.1475
4 -8.10994 -5.75741 11.5018
5 -7.94436 19.8192 11.4965
6 -20.0772 20.1901 42.8649
7 11.5905 -14.3061 -20.3999
8 -22.3694 -27.1153 -20.1829
9 -33.2068 18.8534 -20.4219
10 -16.4064 -13.494 11.8172
11 -3.39659 14.1929 -20.4387
12 28.2684 3.98865 11.4971
510000 12
1 11.992 19.4068 -20.3571
2 2.86616 -5.71659 -20.7231
3 -20.6702 21.0024 -20.5503
4 -7.6581 -6.21473 11.6084
5 -7.78998 20.5104 11.6043
6 -19.7163 20.5021 42.4715
7 10.6671 -13.9986 -20.397
8 -22.2889 -26.2436 -20.8446
9 -33.4192 19.7342 -20.3358
10 -15.6171 -13.4918 11.4215
11 -3.21206 14.6269 -20.3714
12 27.4946 3.63761 11.5291
516000 12
1 11.9237 20.2707 -20.23
2 3.12712 -6.36183 -20.157
3 -20.6083 20.9563 -20.8207
4 -7.52265 -6.17765 11.5642
5 -6.7161 21.1212 11.5726
6 -19.7191 20.5179 42.2341
7 10.2686 -12.9932 -20.5678
8 -22.4793 -26.2467 -20.8797
9 -33.4012 20.4936 -20.1978
10 -15.3819 -13.9499 11.6513
11 -2.84026 15.4809 -20.3885
12 27.6802 4.40562 11.4578
522000 12
1 12.5566 20.8769 -20.6045
2 3.14466 -6.88223 -20.4683
3 -20.9871 20.7741 -20.6423
4 -8.20577 -5.60022 11.4442
5 -6.5993 20.8754 11.5428
6 -20.2645 20.4524 42.4297
7 9.72237 -13.6292 -20.4652
8 -23.3203 -26.5083 -20.498
9 -32.7512 21.0992 -20.6137
10 -14.7192 -14.2094 11.532
11 -2.99145 15.4506 -20.8385
12 27.5574 4.07165 11.1929
528000 12
1 12.9378 21.2921 -20.507
2 2.55729 -7.02877 -20.2099
3 -20.781 19.9925 -20.6162
4 -7.72991 -4.67505 11.4517
5 -7.47789 20.4975 11.9157
6 -20.1516 20.4251 42.5492
7 9.65529 -12.6466 -20.5012
8 -23.3746 -27.4045 -20.6403
9 -32.3217 21.8328 -20.4599
10 -15.0261 -15.0744 11.5163
11 -3.17694 14.9942 -21.0877
12 27.0943 4.08163 11.4515
534000 12
1 13.0138 21.8607 -20.5962
2 2.147 -6.75823 -20.1403
3 -20.776 19.4083 -21.0372
4 -6.80707 -3.87291 11.3639
5 -7.89625 20.6459 11.7683
6 -20.1818 20.1291 42.0224
7 10.1384 -11.5282 -20.2324
8 -23.1482 -27.9338 -20.7555
9 -32.3162 22.1332 -20.5804
10 -15.2535 -16.3325 11.8363
11 -3.13382 15.6897 -20.7987
12 27.4338 4.21024 11.3619
540000 12
1 12.6545 21.8607 -20.6629
2 2.53033 -7.26496 -20.4592
3 -20.8283 19.9243 -20.8515
4 -6.02899 -2.54699 11.469
5 -7.38593 21.0657 11.7446
6 -20.2463 20.1626 42.233
7 9.64456 -11.1529 -20.1521
8 -22.9317 -28.0723 -20.6945
9 -32.6737 22.0193 -20.6162
10 -15.0852 -16.5873 11.7811
11 -3.96377 16.1276 -20.736
12 27.2867 3.66379 11.2833
546000 12
1 11.9393 22.1084 -20.8561
2 1.77592 -6.79315 -20.4697
3 -20.9737 19.6244 -20.5343
4 -5.78563 -1.81343 11.2917
5 -7.92319 20.5551 11.5548
6 -20.1241 19.646 42.5798
7 10.3453 -11.2317 -20.5382
8 -23.3585 -28.2378 -20.5743
9 -33.3977 22.239 -20.8307
10 -16.2593 -17.404 11.5255
11 -3.73211 14.8227 -20.6781
12 27.7395 3.33588 11.4722
552000 12
1 11.3215 22.1523 -20.8283
2 1.41891 -6.7938 -20.9633
3 -20.1977 19.5057 -20.4699
4 -6.17531 -0.712114 11.5428
5 -8.28177 20.9813 11.1239
6 -19.3612 19.2752 42.6358
7 11.2885 -11.0741 -20.6652
8 -22.9696 -27.7692 -20.6315
9 -34.0945 22.6033 -20.8053
10 -17.0702 -17.86 11.4374
11 -4.89318 14.9832 -20.6742
12 28.5272 2.81985 11.4571
558000 12
1 11.5778 22.601 -20.828
2 2.63876 -7.07115 -20.9376
3 -19.2657 19.5793 -20.6296
4 -6.71091 -0.598371 11.646
5 -7.04514 20.8711 11.359
6 -18.7553 20.0901 42.5655
7 11.8726 -10.8514 -20.7628
8 -22.2635 -27.79 -20.6004
9 -33.8809 23.0771 -20.8387
10 -18.0694 -17.9461 11.2742
11 -5.81948 14.6705 -20.1478
12 27.6692 3.17746 11.6159
564000 12
1 11.9567 22.5358 -20.3609
2 3.30951 -7.39168 -20.8324
3 -19.0839 20.0546 -20.2842
4 -7.13159 0.769027 11.8581
5 -6.13644 20.6872 11.5568
6 -18.7903 20.9542 42.7214
7 12.3906 -9.77321 -20.9153
8 -21.7575 -28.0549 -20.3338
9 -33.3766 22.7845 -20.3886
10 -18.5962 -18.7586 11.2172
11 -5.5793 15.2581 -20.3418
12 27.0753 3.34616 12.0696
570000 12
1 12.1948 21.6132 -20.624
2 3.59135 -8.66179 -20.7637
3 -18.4093 20.1488 -20.5251
4 -7.86159 0.92075 11.9172
5 -5.74824 20.2027 11.5175
6 -18.1534 20.9913 42.4534
7 12.8405 -8.8805 -20.6206
8 -21.6365 -28.4889 -20.3287
9 -33.1594 21.9052 -20.5654
10 -18.7389 -19.5678 11.2541
11 -5.66268 15.0817 -20.2984
12 26.2847 3.52863 11.9059
576000 12
1 12.3762 21.3047 -20.4875
2 4.12842 -9.09335 -20.6719
3 -18.755 20.0241 -20.4239
4 -8.35081 1.51971 11.8505
5 -5.04567 19.4981 11.4909
6 -18.483 20.7958 42.615
7 12.7521 -7.80658 -20.6264
8 -21.6519 -28.4197 -20.1916
9 -32.9014 21.5056 -20.468
10 -19.0824 -20.463 11.231
11 -5.08992 14.6665 -20.7138
12 25.3882 3.31897 11.764
582000 12
1 12.556 21.2927 -20.1545
2 4.30493 -9.70636 -20.689
3 -19.1094 19.8974 -20.4885
4 -8.7019 2.13621 11.7101
5 -5.63145 19.5915 11.4402
6 -18.6621 20.7926 42.6858
7 12.7012 -6.94535 -20.5072
8 -21.2568 -28.3507 -20.3299
9 -32.7938 21.5478 -20.1597
10 -19.0131 -20.2702 11.474
11 -4.75689 13.7579 -20.683
12 25.6022 3.80122 11.6225
588000 12
1 12.8679 21.4963 -20.2356
2 3.82084 -10.1981 -20.5376
3 -19.5802 20.0352 -20.5194
4 -8.58947 2.56534 11.484
5 -5.67949 20.7491 11.4439
6 -19.194 20.8875 42.4521
7 12.1999 -7.03511 -20.6479
8 -21.841 -28.159 -20.4959
9 -32.5383 21.8572 -20.2465
10 -18.6745 -20.3112 11.8426
11 -5.30891 13.5062 -20.5583
12 26.0706 4.61585 11.6694
594000 12
1 12.5649 21.1077 -20.7131
2 3.15951 -10.5409 -20.5416
3 -19.4605 19.8647 -20.7178
4 -8.44392 3.58682 11.3982
5 -4.93178 20.8752 11.3033
6 -19.0454 20.7964 42.4716
7 10.8988 -6.69064 -20.3125
8 -21.6423 -28.1225 -20.5762
9 -32.942 21.6 -20.68
10 -18.7245 -20.9301 11.7343
11 -5.79638 12.5976 -20.6174
12 26.6666 5.70189 11.5076
600000 12
1 12.284 21.2411 -20.7219
2 3.06577 -10.9411 -20.4838
3 -18.9878 20.1581 -20.8181
4 -8.66895 4.07933 11.0454
5 -5.18813 20.8299 11.4804
6 -18.756 21.0116 42.2806
7 10.3352 -7.37515 -20.3984
8 -21.1729 -28.1595 -20.7334
9 -33.2632 21.7931 -20.7314
10 -19.3928 -21.0692 11.7958
11 -5.04292 12.9471 -20.146
12 26.604 6.1355 11.5692
606000 12
1 12.3236 21.2481 -20.712
2 2.31232 -10.8982 -20.4471
3 -19.2713 20.0841 -20.6237
4 -9.48938 3.38879 11.1598
5 -5.0272 20.7543 11.5781
6 -19.1298 20.8168 42.5103
7 10.2545 -7.25648 -20.4379
8 -20.3103 -28.7747 -20.6537
9 -33.2144 21.7819 -20.7331
10 -19.51 -21.3604 11.3418
11 -5.12766 13.0892 -20.3072
12 26.3318 6.12341 11.3838
612000 12
1 11.3525 20.5235 -20.8256
2 1.65001 -11.2458 -20.1091
3 -18.7437 20.6226 -20.6369
4 -9.70624 2.97725 11.6872
5 -4.60237 20.6771 11.5874
6 -18.977 21.5347 42.5293
7 10.0212 -7.86073 -20.1137
8 -18.7803 -29.0187 -20.6701
9 -34.1919 21.0257 -20.883
10 -19.1111 -20.9575 11.6258
11 -4.26178 11.9208 -20.7598
12 26.1519 6.18865 11.6435
618000 12
1 10.4796 20.6116 -20.823
2 1.2491 -11.6755 -20.1596
3 -18.4154 21.0356 -20.7678
4 -9.59261 3.42073 11.8682
5 -5.00483 20.5639 11.5829
6 -18.7173 21.7005 42.2903
7 9.26469 -9.43149 -20.105
8 -18.0256 -28.9187 -20.682
9 -34.9894 21.021 -20.7909
10 -18.9644 -21.4107 11.8493
11 -3.97993 11.2613 -20.7325
12 25.7721 6.85587 11.6347
624000 12
1 10.5536 20.4115 -20.7243
2 1.44312 -11.7096 -19.9686
3 -18.1172 21.4121 -20.9733
4 -9.52337 2.92353 11.981
5 -5.35858 20.8374 11.5503
6 -18.4321 21.9801 42.1421
7 8.93113 -11.8069 -20.2261
8 -19.0403 -29.7389 -20.8572
9 -34.7863 20.6534 -20.695
10 -17.5088 -21.2556 11.7797
11 -4.0182 10.791 -20.8633
12 25.0701 6.42919 11.6577
630000 12
1 10.74 19.7205 -20.4253
2 0.719569 -12.1221 -20.0433
3 -17.5987 21.0087 -20.5887
4 -9.15564 1.73839 11.6226
5 -4.86496 20.3091 11.8417
6 -18.1362 21.8939 42.5745
7 9.22362 -12.8734 -20.2186
8 -19.273 -29.7116 -20.4892
9 -34.5474 19.8819 -20.4689
10 -17.7182 -21.0314 11.518
11 -3.38678 10.8355 -20.754
12 24.5213 6.68639 11.7064
636000 12
1 10.755 20.1742 -20.7234
2 0.501978 -12.2233 -20.1724
3 -17.7552 20.9052 -20.6371
4 -8.95443 1.06948 11.5793
5 -5.09364 19.2189 11.8898
6 -18.0004 21.9151 42.5464
7 9.01883 -13.1395 -20.3226
8 -19.3627 -29.54 -20.6701
9 -34.6077 20.4161 -20.7246
10 -18.4931 -21.6226 11.4274
11 -1.69703 10.6365 -20.5342
12 24.3684 6.46822 11.5268
642000 12
1 11.4366 21.5545 -20.5459
2 0.490473 -12.5391 -20.4146
3 -18.2346 21.2783 -20.7043
4 -8.41119 0.264592 11.4066
5 -5.64747 18.1943 11.7011
6 -18.2713 22.1758 42.4239
7 8.82253 -12.5431 -20.5035
8 -19.5311 -29.0619 -20.6362
9 -33.8977 21.8592 -20.5629
10 -19.0437 -21.6816 11.6778
11 -1.34206 10.8404 -20.5422
12 24.4039 6.10368 11.2148
648000 12
1 11.8235 21.9997 -20.3957
2 0.699208 -12.4614 -20.765
3 -18.4267 20.9585 -20.6785
4 -9.81926 -0.0492848 11.0819
5 -6.08799 17.0711 11.5498
6 -18.5032 21.8849 42.4269
7 9.02022 -12.7736 -20.8943
8 -19.5034 -29.1526 -20.7428
9 -33.4757 22.1655 -20.4736
10 -19.7299 -21.2595 11.6332
11 -1.86606 11.8099 -20.4574
12 23.3924 6.13863 11.4395
654000 12
1 12.1146 21.8562 -20.6871
2 0.633475 -12.3142 -20.884
3 -18.4273 20.3838 -20.5242
4 -10.3092 0.657069 10.9005
5 -6.56993 15.9717 11.4542
6 -18.369 21.3512 42.6234
7 8.96082 -13.1723 -20.636
8 -19.9218 -29.4913 -20.4852
9 -33.2026 21.8864 -20.6912
10 -19.7735 -20.4802 11.5845
11 -3.26669 11.8065 -20.6713
12 23.1937 6.18373 11.5158
660000 12
1 13.3651 22.2093 -20.974
2 1.40191 -12.5761 -20.6321
3 -17.7013 19.6782 -20.5305
4 -10.8654 0.825217 11.3393
5 -6.24949 15.5875 10.9084
6 -17.5602 20.73 42.5166
7 9.42531 -13.4437 -20.5135
8 -19.4501 -28.788 -20.416
9 -31.9117 22.3151 -20.9801
10 -20.6927 -19.3279 11.4292
11 -3.09969 11.4178 -20.6487
12 23.5253 5.95886 11.5563
666000 12
1 14.0427 22.4905 -20.6767
2 2.74704 -11.7403 -20.7016
3 -17.4458 19.5705 -20.8867
4 -11.6555 -0.436918 11.6076
5 -6.24531 15.5194 11.4856
6 -16.5699 20.7287 42.286
7 9.75349 -12.9719 -20.5733
8 -18.5577 -28.6673 -20.8087
9 -31.3024 22.5318 -20.6692
10 -21.1031 -20.0415 11.2375
11 -3.10085 11.2325 -20.5184
12 23.5543 5.6083 11.9531
672000 12
1 13.7857 22.8417 -20.667
2 3.0661 -10.2525 -20.4433
3 -17.2473 19.1428 -20.6043
4 -12.5133 -0.714676 11.6735
5 -6.59337 15.7644 11.571
6 -16.4417 20.2122 42.509
7 10.3208 -12.6911 -20.8195
8 -17.9815 -28.7753 -20.6316
9 -31.5341 22.9062 -20.6995
10 -21.282 -20.129 11.3522
11 -3.63573 9.9966 -20.6735
12 23.822 6.17459 11.711
678000 12
1 14.0691 22.6349 -20.868
2 3.48981 -10.3996 -20.596
3 -16.6501 18.5704 -20.6922
4 -12.6847 -1.44243 11.8794
5 -7.02105 16.4974 11.5217
6 -16.166 19.3956 42.4309
7 9.98013 -11.5968 -20.8935
8 -17.8885 -29.036 -20.6905
9 -31.2617 22.8054 -20.8988
10 -21.4812 -20.6885 11.4749
11 -3.82719 9.41614 -20.5505
12 24.0665 5.97121 11.6096
684000 12
1 13.4609 21.9575 -20.6789
2 2.88302 -9.70024 -20.2124
3 -16.9832 18.7515 -20.6895
4 -12.318 -1.34014 11.7122
5 -5.26148 16.7751 11.9917
6 -16.5698 19.58 42.387
7 9.0354 -11.1081 -20.6829
8 -17.9789 -29.0296 -20.5416
9 -31.8753 21.9893 -20.717
10 -21.4423 -20.6884 11.734
11 -5.07326 10.0475 -20.366
12 23.9999 5.47897 11.4939
690000 12
1 13.5908 21.9267 -20.6344
2 2.69466 -9.06358 -19.9035
3 -17.0009 18.9316 -20.6835
4 -13.1453 -1.28484 11.9105
5 -3.65109 17.2778 11.5851
6 -16.8049 19.7317 42.5344
7 8.94798 -11.924 -20.8703
8 -17.9909 -28.9377 -20.8121
9 -31.6935 21.9715 -20.5185
10 -20.8577 -20.3146 11.4689
11 -4.79793 10.8425 -20.5224
12 23.1105 5.7923 11.5137
696000 12
1 13.3185 21.5746 -20.8404
2 3.32229 -9.36344 -20.5266
3 -16.7641 19.0402 -20.4247
4 -13.3461 -1.37677 11.6692
5 -3.41763 16.8609 11.7295
6 -16.5789 19.8618 42.7549
7 8.66713 -12.3412 -20.3592
8 -17.5095 -29.0365 -20.3164
9 -32.0342 21.4245 -20.8476
10 -21.5063 -20.1746 11.5044
11 -4.30588 10.0665 -20.4109
12 22.8882 5.64903 11.2569
702000 12
1 13.3559 22.3163 -20.6589
2 3.74833 -9.53603 -20.3491
3 -16.5294 19.0172 -20.5748
4 -13.7954 -1.09234 11.6244
5 -3.37436 16.827 11.6176
6 -15.9251 19.4674 42.5657
7 8.16086 -11.8166 -20.4028
8 -17.3668 -28.7753 -20.8785
9 -32.023 21.9498 -20.6999
10 -21.1348 -19.3283 11.8642
11 -4.57457 10.2207 -20.6734
12 23.4933 5.59151 11.5367
708000 12
1 12.7756 22.9264 -20.3191
2 2.76145 -8.31579 -20.6743
3 -16.3385 18.5949 -20.655
4 -13.7993 -1.10915 11.6406
5 -4.78709 16.1694 11.7006
6 -15.3632 18.3393 42.5419
7 7.6092 -11.124 -20.4733
8 -17.3689 -29.0857 -20.8648
9 -32.6912 22.5233 -20.4106
10 -20.603 -18.8464 11.8496
11 -4.20945 10.1764 -20.4352
12 23.5202 4.50052 11.3638
714000 12
1 12.8513 23.3492 -20.3829
2 2.73563 -8.44568 -20.7872
3 -15.799 18.3676 -20.4072
4 -13.1193 -1.32997 11.3433
5 -5.18571 16.8108 11.6567
6 -14.9414 18.2851 42.6122
7 6.75747 -10.9361 -20.6187
8 -17.0461 -29.133 -20.8085
9 -32.7873 22.7514 -20.389
10 -21.362 -18.6578 11.861
11 -4.59848 10.0593 -20.5647
12 22.286 3.70214 11.6603
720000 12
1 12.3803 23.8166 -20.224
2 3.13501 -8.76017 -20.7494
3 -15.5657 18.2571 -20.4155
4 -13.6736 -0.318563 11.3779
5 -4.95511 16.0187 11.6497
6 -14.8125 18.279 42.6741
7 6.34044 -11.836 -20.5766
8 -16.7619 -29.4336 -20.3827
9 -33.1415 23.3192 -20.1476
10 -22.0205 -18.9413 11.9313
11 -5.16631 10.1995 -20.7568
12 22.0839 3.71692 11.3163
726000 12
1 12.5366 24.0546 -20.3653
2 2.98289 -8.98067 -20.5606
3 -15.4457 17.9289 -20.1757
4 -14.3996 -0.195118 11.3407
5 -4.02955 15.6002 11.7862
6 -14.4777 17.6761 42.8754
7 6.42141 -12.9053 -20.7103
8 -16.6429 -29.9475 -20.1908
9 -33.0479 23.4653 -20.2715
10 -22.4656 -18.6432 11.9608
11 -5.69971 10.1929 -21.0688
12 21.295 3.58584 11.4431
732000 12
1 12.7831 24.2131 -20.4269
2 3.80066 -8.3753 -20.5584
3 -14.5766 17.8888 -20.665
4 -14.0237 -0.193781 11.3902
5 -3.60296 15.7687 11.67
6 -13.8227 17.7552 42.5133
7 6.52873 -14.0246 -20.8364
8 -16.1324 -30.393 -20.5158
9 -32.944 23.5694 -20.4081
