# Time-averaged data for fix 2
# TimeStep Number-of-rows
# Row c_com_aroma_ring[1] c_com_aroma_ring[2] c_com_aroma_ring[3]
6000 12
10 -22.4074 -18.2726 11.6398
11 -5.72568 9.19107 -20.846
12 21.0818 2.95996 11.706
738000 12
1 12.7958 24.6673 -20.6124
2 3.96279 -8.76324 -20.7208
3 -14.6537 17.5279 -20.6493
4 -12.9301 -0.187517 11.6196
5 -3.9738 15.9269 11.5404
6 -13.8249 17.4132 42.4386
7 6.77419 -13.5413 -20.6005
8 -15.5694 -30.1527 -20.7331
9 -33.2781 24.0212 -20.6484
10 -23.2205 -17.5391 11.5448
11 -5.8133 8.30878 -20.6774
12 20.0665 2.48844 11.6774
744000 12
1 13.0435 24.6848 -20.7617
2 4.20742 -9.186 -20.6683
3 -14.8182 16.9339 -20.7227
4 -12.5232 -0.136486 11.8263
5 -3.77828 15.128 11.4361
6 -13.8924 16.8276 42.3306
7 7.0045 -14.0009 -20.6262
8 -15.6828 -30.8616 -20.8811
9 -33.1176 23.9717 -20.7312
10 -23.3398 -17.7806 11.2724
11 -5.43198 7.91594 -20.4349
12 19.1426 1.86139 12.0816
750000 12
1 14.1594 24.1121 -20.6849
2 2.86565 -9.87839 -20.45
3 -14.3381 16.2242 -20.6985
4 -11.9575 0.391842 11.753
5 -4.14349 15.3678 11.4537
6 -13.5833 16.3206 42.4289
7 6.63492 -14.2713 -20.6317
8 -15.2303 -31.5073 -20.7567
9 -32.0365 23.4816 -20.6764
10 -23.0285 -18.4971 11.2286
11 -4.49328 7.542 -20.3
12 19.317 2.01211 12.183
756000 12
1 14.4859 22.7524 -20.6171
2 2.45788 -10.3122 -20.6916
3 -14.0221 16.1089 -20.8075
4 -11.8254 0.861638 11.5661
5 -4.14063 16.468 11.4635
6 -13.1057 16.1102 42.3261
7 6.79216 -14.6978 -20.6139
8 -14.8523 -31.6802 -21.0822
9 -31.5782 22.0696 -20.5822
10 -23.439 -18.0926 11.499
11 -4.29684 6.85719 -20.2898
12 19.3568 1.99353 11.8668
762000 12
1 13.7736 22.5037 -20.7236
2 3.07857 -10.1812 -20.658
3 -13.5794 16.7769 -20.6519
4 -12.7904 0.893745 11.5288
5 -4.14908 17.424 11.6235
6 -12.648 16.9687 42.4482
7 7.00743 -14.9032 -20.9074
8 -14.1572 -31.2679 -20.7397
9 -32.1577 21.7974 -20.737
10 -24.5845 -18.6582 11.1124
11 -4.84198 6.49785 -20.2155
12 19.7214 1.80964 11.6074
768000 12
1 13.231 22.4975 -20.8433
2 2.84748 -10.6927 -20.4521
3 -12.4855 16.6825 -20.463
4 -12.0798 1.28606 11.5926
5 -4.02731 16.9855 11.3403
6 -12.2873 17.4048 42.6607
7 6.40623 -14.4331 -20.8147
8 -13.2121 -31.8733 -20.3146
9 -32.6466 21.8466 -20.8064
10 -25.0548 -18.81 11.3029
11 -5.65394 5.96881 -20.1502
12 21.164 2.14244 11.6245
774000 12
1 13.0425 22.1924 -20.9653
2 2.97119 -10.0161 -20.3411
3 -12.1434 17.1231 -20.4294
4 -11.3167 1.05623 11.8117
5 -3.76285 16.2999 11.3367
6 -12.1263 17.9216 42.6785
7 6.8071 -14.6683 -20.9409
8 -13.4059 -31.6071 -20.5454
9 -32.5598 21.6405 -20.916
10 -25.4575 -18.8598 11.7247
11 -5.40948 5.805 -20.5351
12 21.3183 2.43154 11.7269
780000 12
1 13.7554 22.2487 -20.9459
2 3.72362 -9.4063 -20.4142
3 -11.8794 17.758 -20.4526
4 -11.2499 0.232863 11.847
5 -3.26902 15.429 10.9037
6 -12.0576 18.6708 42.7233
7 7.47688 -13.4978 -20.4986
8 -12.568 -31.2115 -20.5943
9 -31.8803 21.7399 -20.9592
10 -26.0101 -18.4343 11.7053
11 -6.06902 6.33256 -20.536
12 20.4328 3.36087 11.5276
786000 12
1 14.4038 22.6157 -20.7678
2 5.12078 -9.32368 -20.6299
3 -12.4171 18.1229 -20.7172
4 -10.7157 0.321427 11.6247
5 -3.44656 14.4557 11.2961
6 -12.6135 18.8294 42.4331
7 8.45739 -12.7743 -20.5575
8 -12.8824 -31.2588 -20.5157
9 -31.1831 22.032 -20.7433
10 -26.155 -17.4918 11.7167
11 -6.40279 7.27641 -20.3335
12 19.6669 3.71316 11.2043
792000 12
1 13.9809 22.8913 -20.6154
2 4.88334 -8.5374 -20.9456
3 -11.9642 18.4118 -20.4718
4 -11.0758 0.615002 11.485
5 -3.7549 14.4608 11.5447
6 -12.2343 19.4093 42.5838
7 8.26401 -12.3161 -20.7645
8 -12.4919 -31.75 -20.2309
9 -31.6173 22.3456 -20.6402
10 -26.4116 -17.7557 11.5803
11 -6.5003 7.64148 -20.4896
12 18.8741 3.70749 11.4516
798000 12
1 13.8115 23.3025 -20.362
2 5.07449 -7.87063 -20.9527
3 -11.3379 17.9956 -20.034
4 -11.5305 0.240405 11.6838
5 -3.8691 14.608 11.8271
6 -11.4729 18.9797 43.1044
7 7.9812 -11.9193 -20.6495
8 -12.1768 -31.0652 -20.1167
9 -31.7176 22.8805 -20.3873
10 -26.3624 -18.4392 12.0355
11 -5.61415 7.67916 -20.7503
12 18.5862 3.47565 11.5688
804000 12
1 13.4106 23.458 -20.5551
2 5.07354 -7.30949 -20.2571
3 -11.3983 17.8697 -20.2888
4 -11.7694 -1.13422 11.4753
5 -4.72912 14.4203 11.7082
6 -11.532 18.814 42.9173
7 7.62238 -12.2713 -20.3094
8 -11.8243 -30.5911 -20.5275
9 -32.0354 22.9841 -20.5349
10 -25.8495 -19.3749 11.966
11 -4.78491 7.53646 -20.5202
12 18.7981 3.75721 11.5515
810000 12
1 12.8304 23.6948 -20.5773
2 5.4525 -7.51177 -20.4481
3 -11.6598 17.9195 -20.7887
4 -11.4714 -1.34888 11.2454
5 -5.00321 13.8559 11.8167
6 -11.0765 18.4972 42.2457
7 8.5046 -12.8533 -20.5469
8 -11.5291 -30.4791 -20.7012
9 -32.6176 23.2839 -20.554
10 -25.216 -19.7466 11.3202
11 -3.98523 7.11425 -20.5767
12 19.5704 3.97031 11.5118
816000 12
1 12.3695 24.0996 -20.5986
2 5.33433 -7.57174 -20.2531
3 -11.8042 17.7828 -21.175
4 -12.2688 -1.56461 11.4521
5 -5.53008 13.2287 11.4431
6 -11.0705 18.3083 41.9492
7 9.24929 -12.4285 -20.4679
8 -11.2193 -30.1008 -21.2193
9 -33.1845 23.6441 -20.5542
10 -24.4902 -20.1745 11.3405
11 -3.03166 6.62972 -20.6491
12 19.6863 4.17914 11.1953
822000 12
1 12.4992 24.5017 -20.6636
2 6.38197 -7.72059 -20.4749
3 -11.7059 17.9386 -20.7993
4 -12.4242 -1.3823 11.4445
5 -5.91883 14.1601 11.4421
6 -11.0905 18.6878 42.2688
7 9.31956 -11.8703 -20.6835
8 -10.7062 -30.58 -20.7981
9 -33.0543 23.9199 -20.6159
10 -24.5389 -20.3457 11.3274
11 -1.86941 6.73307 -20.5477
12 19.2335 4.67033 11.4792
828000 12
1 13.4305 24.9735 -20.6585
2 5.85452 -7.64895 -20.4931
3 -11.7547 17.598 -20.6596
4 -12.5153 -2.20312 11.5026
5 -5.12853 14.2697 11.6706
6 -11.2574 18.3432 42.434
7 9.32428 -11.7846 -20.3491
8 -10.2722 -30.8139 -20.7116
9 -32.3252 24.3305 -20.682
10 -24.3345 -20.3072 11.3207
11 -1.65328 5.40209 -20.5773
12 20.0775 4.09914 11.8302
834000 12
1 13.7659 25.3248 -20.6562
2 5.2867 -7.35584 -20.1891
3 -11.1864 17.5358 -21.0922
4 -13.5065 -2.55264 11.7434
5 -4.76448 13.9079 11.4431
6 -10.6862 18.3164 42.0005
7 9.67208 -10.6833 -20.3315
8 -9.96458 -30.7359 -20.7803
9 -31.9514 24.7143 -20.6782
10 -24.1287 -20.6264 11.644
11 -2.15638 5.3644 -20.4403
12 20.5801 3.78557 11.7681
840000 12
1 14.2101 25.9448 -20.5717
2 5.59053 -7.05325 -20.2969
3 -10.0721 17.5551 -20.7093
4 -14.0573 -2.72519 11.6452
5 -5.37382 14.2474 11.7113
6 -9.65676 18.2324 42.4351
7 9.92903 -9.91291 -20.3469
8 -9.39492 -30.9367 -20.5904
9 -31.6092 25.3208 -20.6694
10 -24.275 -20.1309 11.3147
11 -1.97331 4.71401 -20.155
12 20.8739 3.53704 11.4858
846000 12
1 14.6651 26.4156 -20.4487
2 5.69304 -6.41226 -20.5607
3 -10.2528 17.6063 -20.6364
4 -13.9089 -2.89883 11.8615
5 -4.68594 14.557 11.7024
6 -9.48956 18.2224 42.3467
7 9.62108 -10.3052 -20.336
8 -9.33541 -31.0193 -20.6571
9 -31.0541 25.7976 -20.4204
10 -24.1216 -19.7464 10.9647
11 -2.47647 5.11565 -20.5989
12 21.499 3.07158 11.1493
852000 12
1 13.9132 25.709 -20.4311
2 5.50674 -5.56493 -20.6738
3 -9.50717 17.6853 -20.5423
4 -13.2618 -3.01174 11.7447
5 -6.05902 15.2883 11.7801
6 -8.98167 18.3179 42.4671
7 9.15376 -10.3579 -20.6605
8 -8.83307 -31.1637 -20.6151
9 -31.9082 25.0548 -20.4265
10 -24.7526 -20.1271 11.1326
11 -3.61909 5.86198 -20.8759
12 23.5004 3.10378 11.251
858000 12
1 13.902 26.0108 -20.5708
2 5.77641 -5.07809 -20.5777
3 -8.38334 17.3811 -20.6714
4 -13.3988 -2.39695 11.8843
5 -6.61611 16.3113 11.7547
6 -7.92898 17.971 42.3637
7 9.84858 -10.2108 -20.5613
8 -8.36006 -31.9775 -20.538
9 -32.0655 25.3163 -20.5762
10 -24.2823 -20.5608 11.3305
11 -4.42754 5.59091 -20.5523
12 24.4993 2.65417 11.3637
864000 12
1 13.9409 26.9333 -20.665
2 5.26256 -5.4142 -20.7963
3 -6.70014 17.6906 -20.7355
4 -13.3484 -1.85805 11.5385
5 -6.62678 16.7252 11.3691
6 -6.44097 18.395 42.3546
7 9.83846 -9.61455 -20.7554
8 -8.0438 -32.6948 -20.7891
9 -32.0286 26.2385 -20.7021
10 -24.3765 -20.5551 11.3704
11 -4.83736 5.17471 -20.6993
12 24.8045 2.53091 11.876
870000 12
1 13.4095 27.1319 -20.6446
2 5.36437 -5.49424 -20.4249
3 -6.55657 17.7478 -20.8195
4 -13.1043 -1.78088 11.7614
5 -5.88814 17.5798 11.5072
6 -6.37887 18.7045 42.2457
7 9.61825 -8.74578 -20.9236
8 -7.70791 -32.5942 -20.7202
9 -32.3745 26.4756 -20.6085
10 -24.1219 -20.0131 11.2452
11 -5.20274 4.26691 -20.678
12 25.3328 1.88873 12.0212
876000 12
1 14.2961 27.8602 -20.6471
2 4.41614 -5.16542 -20.5394
3 -6.5051 17.6929 -20.5235
4 -13.0926 -2.28253 11.3384
5 -5.44292 17.7925 11.3634
6 -6.54559 18.733 42.4461
7 9.81916 -8.3838 -20.6082
8 -7.29762 -32.1283 -20.4668
9 -31.5517 27.1663 -20.6198
10 -23.5085 -19.8794 11.6508
11 -5.4157 3.75866 -20.3786
12 25.2834 0.575089 12.1993
882000 12
1 14.7409 28.004 -20.5769
2 4.08014 -4.54578 -20.7239
3 -6.07068 16.9745 -20.5466
4 -13.5628 -2.65481 11.7143
5 -5.14986 17.9289 11.214
6 -5.96394 17.8895 42.4543
7 9.48597 -7.72006 -20.453
8 -7.54388 -32.2195 -20.3844
9 -31.1572 27.3083 -20.6197
10 -24.1933 -20.5359 12.0097
11 -5.55183 4.22055 -20.5153
12 25.3966 0.241492 11.9618
888000 12
1 14.6695 28.0082 -20.4586
2 3.79602 -4.57289 -20.565
3 -5.79994 16.8932 -20.3805
4 -13.1937 -3.80557 11.4916
5 -5.80267 18.783 11.0499
6 -5.54616 17.5788 42.7147
7 9.72589 -7.07921 -20.2887
8 -8.08251 -31.5539 -20.385
9 -31.3748 27.3595 -20.4781
10 -25.2344 -20.8843 11.9216
11 -5.8678 4.54858 -20.4406
12 24.9944 0.738932 11.7983
894000 12
1 14.4157 27.4851 -20.6951
2 3.87566 -4.79838 -20.5121
3 -6.53175 16.9037 -20.3195
4 -12.8758 -4.448 11.3365
5 -5.64078 18.7908 11.1724
6 -6.00598 17.7001 42.6811
7 9.32846 -6.32336 -20.3779
8 -8.39185 -30.99 -20.3972
9 -31.689 26.8468 -20.7881
10 -26.4556 -20.7287 11.9931
11 -6.60859 5.07436 -20.5686
12 25.7019 0.816069 11.5947
900000 12
1 14.4783 27.6555 -20.7696
2 3.52502 -4.78024 -20.5068
3 -6.51932 16.5252 -20.2752
4 -12.7773 -5.02841 11.4134
5 -5.94996 18.705 11.3642
6 -6.11919 17.4388 42.7369
7 8.91085 -6.29917 -20.5224
8 -8.17638 -30.9132 -20.4164
9 -31.6403 26.916 -20.7693
10 -27.9331 -20.4023 11.9174
11 -6.51401 5.39738 -20.5673
12 25.4862 0.508417 11.4478
906000 12
1 14.8651 27.6045 -20.7906
2 3.16309 -4.76528 -20.3658
3 -6.94294 16.3696 -20.5507
4 -12.9742 -5.83317 11.4335
5 -5.96809 19.2736 11.6087
6 -6.68429 17.3064 42.3589
7 9.63748 -5.97609 -20.2747
8 -8.52143 -31.3485 -20.4683
9 -31.2772 26.957 -20.741
10 -28.2938 -20.2028 11.5689
11 -5.74209 5.11084 -20.4492
12 24.4738 -0.162403 11.1839
912000 12
1 14.4973 28.7786 -20.8937
2 3.53732 -5.48811 -20.4337
3 -7.50142 16.1291 -20.6128
4 -13.5172 -6.15063 11.2846
5 -5.55274 19.8147 11.8331
6 -7.28995 17.0677 42.3467
7 10.0208 -4.80455 -20.6015
8 -8.82706 -31.7755 -20.5367
9 -31.506 28.1035 -20.8733
10 -28.211 -19.8935 11.1969
11 -5.44908 5.88061 -20.1738
12 24.0585 -0.132335 11.4617
918000 12
1 14.4332 28.774 -20.8824
2 3.26496 -5.46799 -20.6299
3 -7.38797 15.6144 -20.1454
4 -14.6619 -5.79987 11.4151
5 -6.38994 20.703 11.9009
6 -7.27833 16.543 42.8185
7 10.0155 -4.31994 -20.7488
8 -8.62998 -32.1611 -20.299
9 -31.6906 28.0379 -20.8783
10 -28.6653 -20.1206 11.5703
11 -4.8325 5.68694 -20.4647
12 24.3898 -0.545485 11.2839
924000 12
1 14.484 28.6684 -20.8068
2 2.39838 -5.86413 -20.416
3 -7.16562 15.5143 -20.5941
4 -15.2584 -6.26919 11.6483
5 -6.49265 20.5291 12.0596
6 -6.83963 16.5689 42.4715
7 10.2806 -4.61408 -20.8839
8 -8.16489 -32.3241 -20.8244
9 -31.7501 28.0564 -20.814
10 -29.5765 -20.5208 11.2295
11 -3.68695 6.27999 -20.6507
12 25.359 -1.46663 11.4766
930000 12
1 14.9469 27.3773 -21.0229
2 2.8174 -5.86246 -20.4543
3 -7.26078 15.5017 -20.9368
4 -14.9141 -7.2835 11.7435
5 -6.83317 20.3258 12.0463
6 -6.47823 16.5002 42.0688
7 10.2702 -5.57257 -20.5087
8 -8.32293 -32.3648 -21.0283
9 -31.2273 26.7518 -21.0164
10 -30.7567 -20.3816 11.0695
11 -3.64824 6.04532 -20.485
12 25.8193 -1.49172 11.5445
936000 12
1 15.3295 26.5456 -21.0469
2 3.03252 -5.27839 -20.6205
3 -7.08946 15.3338 -20.5752
4 -13.8137 -8.14603 11.8835
5 -7.33493 19.8767 11.7579
6 -6.3292 16.2928 42.4061
7 10.686 -6.02078 -20.5332
8 -8.0623 -32.319 -20.9028
9 -30.7419 25.8794 -21.0671
10 -32.1142 -20.7258 11.3108
11 -4.06917 6.36019 -20.9503
12 26.5436 -2.57228 11.4325
942000 12
1 15.166 26.7365 -20.6765
2 3.05301 -4.61961 -20.2462
3 -6.98363 14.4102 -20.5175
4 -13.2732 -8.20413 11.9544
5 -8.45023 19.776 11.5603
6 -6.67812 15.4455 42.5259
7 11.9378 -6.54618 -20.4858
8 -8.22252 -33.1631 -20.7429
9 -30.9444 26.0402 -20.7084
10 -32.0366 -21.1729 11.4599
11 -4.22206 6.08175 -20.7422
12 26.1676 -2.79346 11.1433
948000 12
1 15.2715 27.047 -20.5117
2 3.01085 -4.95695 -20.5706
3 -6.71772 13.8148 -20.4527
4 -12.772 -8.15026 11.5326
5 -8.79721 19.133 11.5971
6 -6.80519 14.7424 42.5672
7 11.6682 -6.84236 -20.1428
8 -8.18662 -34.1784 -20.6104
9 -30.9575 26.4354 -20.5588
10 -31.3264 -22.3891 11.7257
11 -4.16815 6.89389 -20.4346
12 26.0583 -1.84682 11.5551
954000 12
1 15.4761 27.7635 -20.4624
2 2.51321 -5.20087 -20.5909
3 -6.51731 14.1213 -20.6977
4 -12.2386 -7.37784 11.1884
5 -8.54813 19.1856 11.5919
6 -6.6366 14.5313 42.3599
7 11.1724 -6.66708 -20.3628
8 -8.18424 -34.7969 -20.7327
9 -30.7827 27.1859 -20.5078
10 -30.6372 -23.1699 11.7208
11 -4.10649 7.2988 -20.4953
12 26.3967 -2.07024 11.6971
960000 12
1 15.0953 28.3318 -20.5591
2 2.31478 -5.2842 -20.5203
3 -6.35952 13.4815 -20.8257
4 -11.4461 -6.48612 11.1359
5 -8.51288 19.813 11.3071
6 -7.20717 13.6141 42.3877
7 12.2904 -6.33781 -20.5633
8 -8.47064 -34.6378 -20.6732
9 -31.0196 27.6743 -20.5541
10 -30.1736 -23.1961 11.9676
11 -3.83908 7.78876 -20.8756
12 26.9312 -2.22704 11.6583
966000 12
1 14.5273 29.1747 -20.6195
2 1.99887 -5.90105 -20.7088
3 -6.19635 13.4042 -20.5919
4 -10.937 -7.00034 11.67
5 -8.9485 20.2489 11.1603
6 -7.11401 13.1888 42.6088
7 13.5062 -6.15634 -20.5583
8 -7.71778 -34.4299 -20.3676
9 -31.3069 28.5552 -20.6068
10 -29.0771 -22.8845 11.9652
11 -3.22814 7.60628 -20.8457
12 27.6406 -2.13927 11.7045
972000 12
1 14.3168 29.6005 -20.6988
2 2.60999 -6.82516 -20.7611
3 -6.07853 13.2587 -20.4572
4 -10.5312 -6.94275 11.4326
5 -8.5195 20.4177 11.4609
6 -6.9851 13.1487 42.5881
7 14.3784 -6.1702 -20.6961
8 -8.17749 -34.6725 -20.4705
9 -31.5909 28.9055 -20.7229
10 -28.6057 -22.5471 11.8048
11 -1.86144 7.59107 -20.8104
12 28.2424 -2.76774 11.9313
978000 12
1 13.5461 30.1049 -20.5867
2 3.12653 -7.04786 -20.8615
3 -5.83488 12.9126 -20.5392
4 -10.704 -7.01504 11.5545
5 -8.18945 20.5864 11.438
6 -6.72173 12.8433 42.499
7 14.8426 -6.67415 -20.6185
8 -8.40548 -34.4691 -20.6967
9 -32.3774 29.4224 -20.5159
10 -28.5265 -22.4349 11.7
11 -1.55991 7.61502 -20.8071
12 28.5112 -2.87283 11.4664
984000 12
1 13.0079 29.7107 -20.5639
2 3.07106 -6.85529 -20.4739
3 -5.4807 13.4999 -20.5005
4 -10.5293 -6.50144 11.2741
5 -7.15153 20.217 11.4697
6 -6.3699 13.3874 42.5096
7 15.7408 -6.99128 -20.68
8 -8.0665 -34.09 -20.5369
9 -32.838 29.0827 -20.4843
10 -29.1446 -22.6396 11.5824
11 -2.09606 7.12741 -20.6279
12 28.8354 -2.40893 11.6402
990000 12
1 12.984 29.7838 -20.733
2 3.19749 -6.4898 -20.5824
3 -5.12033 13.4441 -20.6596
4 -9.86845 -6.56732 11.2418
5 -6.09912 19.5014 11.3456
6 -5.8225 13.0979 42.3217
7 15.4756 -6.63266 -20.5422
8 -7.67545 -34.4467 -20.5714
9 -32.6239 29.2808 -20.7711
10 -29.4606 -22.4767 11.6391
11 -2.50052 7.19485 -20.6046
12 29.2894 -2.04834 11.6593
996000 12
1 13.6249 29.9885 -20.6471
2 3.11577 -6.51701 -20.5392
3 -5.0408 13.6565 -20.8514
4 -10.1204 -6.52981 11.3729
5 -4.82926 18.1231 11.5579
6 -5.75695 13.1715 42.2757
7 15.9115 -6.55196 -20.8577
8 -7.4702 -34.8007 -20.8115
9 -31.8694 29.603 -20.6274
10 -29.976 -22.8401 11.5736
11 -2.19459 6.41464 -20.3943
12 29.9004 -1.70609 11.4131
1002000 12
1 14.7319 30.4757 -20.5491
2 3.19658 -6.42382 -20.6239
3 -4.86362 13.9817 -20.9093
4 -10.7901 -6.47279 11.203
5 -4.21386 17.4377 11.5794
6 -5.76909 13.4175 42.2516
7 15.6973 -6.71048 -20.7476
8 -7.54854 -34.6101 -20.791
9 -30.6223 30.2011 -20.5439
10 -30.0279 -22.1839 11.7421
11 -1.2936 5.86977 -20.3923
12 30.1056 -1.49097 11.245
1008000 12
1 14.5049 31.3502 -20.7036
2 3.12355 -5.63483 -20.3808
3 -4.92937 13.3165 -20.8497
4 -11.6774 -7.20302 11.5209
5 -4.05784 17.7088 11.5247
6 -6.05522 13.5114 42.2125
7 15.2466 -6.90163 -20.4161
8 -7.74474 -34.2385 -20.727
9 -30.8366 31.0555 -20.649
10 -30.2623 -22.9586 11.7598
11 -0.720641 6.8865 -20.3629
12 30.2033 -1.27735 11.2476
1014000 12
1 14.0387 31.5671 -20.6206
2 2.17169 -4.9446 -20.702
3 -4.88678 13.1639 -20.6123
4 -12.157 -7.38797 11.5127
5 -4.74086 17.6744 11.8461
6 -5.70374 13.8643 42.3417
7 14.393 -7.2983 -20.1972
8 -7.20892 -33.9845 -20.5893
9 -31.3053 31.2842 -20.6546
10 -30.4882 -23.3251 11.5095
11 -0.810222 7.72353 -20.751
12 29.9757 -1.64901 11.4853
1020000 12
1 14.1419 31.1096 -20.6272
2 2.48331 -4.46078 -20.4787
3 -5.44322 13.0303 -20.7061
4 -11.6146 -6.8784 11.4257
5 -5.4916 17.6216 11.8387
6 -6.16881 13.836 42.2997
7 14.2594 -7.00855 -20.2825
8 -7.6742 -34.0161 -20.8362
9 -31.2582 30.677 -20.5962
10 -30.5816 -22.5093 11.2871
11 -1.19663 7.56571 -20.706
12 29.1104 -1.08817 11.4567
1026000 12
1 14.2219 30.7353 -20.2589
2 2.10132 -4.31845 -20.5996
3 -6.15856 13.0617 -20.7431
4 -11.1542 -6.89887 11.5571
5 -4.97632 17.5063 11.8598
6 -6.73206 13.8323 42.3162
7 14.2393 -6.93138 -20.631
8 -7.74641 -34.1572 -20.9703
9 -31.2915 30.2179 -20.2679
10 -30.4563 -21.954 11.3669
11 -1.06253 8.04609 -20.6058
12 28.8292 -1.06977 11.7659
1032000 12
1 15.0517 30.4697 -20.1002
2 1.8608 -4.54426 -20.6427
3 -6.78577 13.4729 -20.4055
4 -11.8887 -6.34733 11.7346
5 -4.4135 17.0887 11.7109
6 -7.25489 14.0411 42.5564
7 14.2776 -6.64164 -20.1694
8 -7.8069 -34.1014 -20.6044
9 -30.4303 29.9708 -20.11
10 -30.6266 -21.8289 11.4239
11 -1.00297 9.1233 -20.4365
12 29.8201 -1.76449 11.8137
1038000 12
1 15.0694 30.3539 -20.0823
2 1.60429 -4.40248 -20.8024
3 -6.3729 13.249 -20.4609
4 -13.1642 -6.0856 11.8522
5 -4.80724 16.5893 11.449
6 -6.94903 13.9437 42.5414
7 14.5202 -7.04385 -20.5277
8 -7.54391 -34.2027 -20.6594
9 -30.4901 29.8279 -20.0685
10 -30.7844 -21.4585 11.5361
11 -0.209633 8.94458 -20.7592
12 30.0834 -2.20804 11.8821
1044000 12
1 14.258 30.4135 -20.3594
2 0.809629 -3.19637 -20.7277
3 -6.59078 13.0676 -20.5643
4 -13.9857 -5.9575 11.6555
5 -5.03559 16.6645 11.1975
6 -6.83609 13.7031 42.4283
7 14.8918 -8.22887 -20.8341
8 -8.04522 -34.3978 -20.709
9 -31.3468 29.8536 -20.3656
10 -30.5513 -21.2362 11.4091
11 -0.677217 8.81208 -20.7968
12 29.5494 -0.95374 11.6988
1050000 12
1 14.3425 30.2629 -20.7072
2 1.41827 -2.57297 -20.799
3 -6.69362 12.8381 -20.6426
4 -13.8228 -5.80226 11.3821
5 -5.25143 16.1829 11.2283
6 -6.97954 13.4961 42.4023
7 14.6194 -8.25401 -20.81
8 -8.1043 -34.388 -20.8989
9 -31.4049 29.6032 -20.6401
10 -30.3398 -21.8106 11.4731
11 -0.557342 10.1177 -20.74
12 29.6068 -1.21768 11.5943
1056000 12
1 14.5298 29.9476 -20.7461
2 1.98946 -3.09995 -20.6888
3 -6.4711 12.9126 -20.7815
4 -13.2121 -5.01314 11.5681
5 -5.59964 15.3388 11.2714
6 -6.93345 13.6908 42.239
7 14.6576 -8.36729 -20.9514
8 -7.94135 -34.2264 -21.0695
9 -31.1964 29.2547 -20.6919
10 -31.4999 -22.3709 11.6296
11 -0.603385 10.9271 -20.4153
12 30.4061 -1.65073 11.6238
1062000 12
1 14.0174 30.2085 -20.9489
2 1.8613 -2.96518 -20.7647
3 -6.05168 12.3115 -20.5418
4 -12.8075 -4.36566 11.5864
5 -6.19186 14.524 11.2339
6 -6.36537 13.067 42.4636
7 15.0521 -8.57376 -20.866
8 -7.64442 -34.8998 -20.7324
9 -31.9451 29.6224 -21.015
10 -32.6714 -23.477 11.5967
11 -0.629472 10.3162 -20.4795
12 30.6934 -2.50752 11.8955
1068000 12
1 13.7486 30.6784 -21.0289
2 1.64221 -2.96231 -20.7652
3 -6.05343 12.3124 -20.3043
4 -12.988 -4.17948 11.4707
5 -5.60698 15.459 11.3195
6 -6.50255 13.0894 42.6472
7 15.6454 -8.93387 -20.9542
8 -7.34594 -34.7639 -20.4775
9 -32.2123 30.0759 -20.988
10 -33.3906 -22.4855 11.7282
11 -0.244973 11.1727 -20.4019
12 30.6574 -2.6943 11.5436
1074000 12
1 13.9402 31.2646 -20.9012
2 1.70038 -2.87732 -20.5937
3 -6.77889 12.4029 -20.2024
4 -12.3558 -3.61306 11.3969
5 -5.31759 14.8418 11.678
6 -7.05875 12.9216 42.7915
7 17.0993 -9.377 -20.7502
8 -7.7548 -35.2436 -20.1324
9 -31.8349 30.6116 -20.8624
10 -33.9462 -22.67 11.6082
11 0.0789979 11.3589 -20.6217
12 30.682 -2.42391 11.392
1080000 12
1 14.2592 30.9631 -20.9282
2 1.62228 -3.57818 -20.7121
3 -6.76513 12.6237 -20.262
4 -12.0122 -3.96141 11.3641
5 -4.73864 13.9363 11.7812
6 -6.91606 12.9031 42.6168
7 17.6209 -9.34272 -20.5419
8 -7.32387 -35.3473 -20.0515
9 -31.6883 30.2931 -20.95
10 -34.3995 -22.2481 11.8362
11 -0.459589 12.0686 -20.6018
12 31.1577 -3.43692 11.3074
1086000 12
1 14.0731 30.8778 -20.9232
2 1.92204 -3.62281 -20.6372
3 -6.05888 12.6207 -20.3859
4 -11.9931 -4.62342 11.3484
5 -5.33633 14.1338 12.0366
6 -6.17373 12.8062 42.4947
7 17.4924 -8.28612 -20.3625
8 -6.57007 -35.3144 -20.282
9 -31.96 30.1305 -20.9747
10 -34.6579 -21.8871 11.7354
11 -0.444164 12.5544 -20.3315
12 31.0556 -3.42 11.3068
1092000 12
1 14.0935 31.0797 -20.6297
2 2.08327 -3.9978 -20.6263
3 -6.11516 12.6564 -20.6347
4 -12.052 -4.37578 11.4383
5 -5.53028 14.3742 12.0374
6 -6.18236 12.9017 42.2977
7 17.5262 -8.0699 -20.6196
8 -6.79734 -35.3034 -20.5327
9 -32.0737 30.4326 -20.6424
10 -35.0892 -21.2132 11.7408
11 0.0633619 12.6349 -20.4689
12 31.0146 -3.00127 11.471
1098000 12
1 13.8219 30.7554 -20.7946
2 2.42556 -3.83629 -20.1703
3 -6.68577 13.1816 -20.6178
4 -12.0368 -3.65765 11.4084
5 -5.3928 14.2 11.8647
6 -6.83041 13.4393 42.2239
7 17.399 -7.5488 -20.237
8 -7.28458 -34.8431 -20.4735
9 -32.5011 30.1064 -20.7407
10 -35.6844 -20.8964 11.8313
11 0.0288554 13.2078 -20.5478
12 31.8032 -2.98752 11.3715
1104000 12
